CONCEPT				POLARITY		INTENSITY
tierra_caliente			negative		-0.83
tif_file			negative		-0.65
tif_format			negative		-0.65
tiff				negative		-0.65
tiff_ep				negative		-0.65
tiff_file			negative		-0.65
tiff_file_format		negative		-0.65
tiff_format			negative		-0.65
tiff_specification		negative		-0.65
tiger				positive		0.978
tiger_cub			negative		-0.84
tiger_lily			positive		0.04
tiger_nut			negative		-0.79
tiger_salamander		negative		-0.79
tiger_shark			negative		-0.86
tiger_slam			positive		0.851
tiger_snake			negative		-0.69
tigerish			positive		0.836
tigernach			positive		0.095
tigernach_record		positive		0.095
tigerstar			negative		-0.31
tight				negative		-0.11
tight_end_colin			positive		0.085
tight_fitting_lid		positive		0.026
tight_hairpin			positive		0.943
tight_pants			negative		-0.11
tight_schedule			negative		-0.76
tight_shoe			negative		-0.11
tight_spiral			positive		0.071
tighten				positive		0.104
tighter_scrutiny		negative		-0.75
tightly_shut			positive		0.908
tightly_woven			positive		0.039
tightrope_walker		positive		0.987
tights				negative		-0.89
tigra				positive		0.829
tigre_blanco			negative		-0.87
tigullio			positive		0.943
tihkal				negative		-0.87
tik				negative		-0.34
tike				negative		-0.78
tiki				negative		-0.77
tiki_bar			negative		-0.77
tiki_culture			negative		-0.77
tile				positive		0.948
tile_floor			positive		0.104
tile_grout			positive		0.84
tile_roof			positive		0.104
tile_wall			positive		0.104
tiled_bathroom			positive		0.072
tiled_floor			positive		0.104
tilia_cordata			negative		-0.60
tiling				positive		0.901
tillage				positive		0.665
tillage_equipment		negative		-0.78
tillage_implement		negative		-0.78
tillamook_bay_railroad		negative		-0.03
tilled_land			negative		-0.75
tilt				positive		0.746
tilt_shift			negative		-0.02
tilt_steering_column		positive		0.109
tilted_heavily			positive		0.332
tilting				positive		0.743
timber				positive		0.036
timber_extraction		negative		-0.05
timber_hitch			negative		-0.87
timber_joinery			positive		0.063
timber_lattice			negative		-0.71
timber_merchant			positive		0.089
timber_stair			negative		-0.09
timber_staircase		negative		-0.09
timber_timbre			positive		0.875
timberland			negative		-0.74
timbral				negative		-0.80
timbre				negative		-0.80
time				positive		0.861
time-consuming			negative		-0.08
time-intensive			positive		0.014
time-release			negative		-0.83
time-released			negative		-0.84
time_amount			positive		0.046
time_consume			negative		-0.08
time_consuming_litigation	negative		-0.09
time_consuming_task		positive		0.028
time_day			positive		0.024
time_description		positive		0.033
time_designation		positive		0.114
time_dilation			negative		-0.83
time_effort			positive		0.954
time_equivalent_fte		positive		0.208
time_event			positive		0.091
time_frame			positive		0.081
time_increment			positive		0.114
time_interval			positive		0.853
time_lag			positive		0.853
time_length			positive		0.081
time_limit			positive		0.149
time_loop			positive		0.056
time_measure			positive		0.082
time_measurement		negative		-0.03
time_off			positive		0.909
time_olympian			negative		-0.06
time_out			negative		-0.04
time_paralympic_sprint		positive		0.834
time_pass			negative		-0.05
time_period			positive		0.081
time_protocol_ptp		positive		0.849
time_race			negative		-0.04
time_reference			positive		0.096
time_relax			positive		0.888
time_rest			positive		0.308
time_runner			negative		-0.04
time_saver			negative		-0.28
time_series			positive		0.061
time_test			negative		-0.08
time_think			positive		0.89
time_tracker			negative		-0.02
time_up				negative		-0.16
time_via_loadmodule		positive		0.067
time_waste			negative		-0.93
time_waster			negative		-0.93
time_waster_class		negative		-0.87
timebase			negative		-0.90
timecode			positive		0.057
timed-release			negative		-0.83
timed_fuse			positive		0.087
timeframe			positive		0.13
timekeep			negative		-0.02
timekeeper			positive		0.056
timekeeping_mechanism		negative		-0.90
timeless			positive		0.919
timeless_tale			positive		0.093
timeliness			positive		0.034
timely				positive		0.883
timely_completion		positive		0.13
timely_disclosure		positive		0.045
timely_payment			positive		0.059
timeout				positive		0.055
timepiece			positive		0.97
timer_interrupt			negative		-0.1
times_delphic			negative		-0.71
times_dimmer			positive		0.652
times_literary_supplement	positive		0.8
times_picayune			negative		-0.78
times_picayune_newspaper	negative		-0.78
timescales			negative		-0.75
timestamp			negative		-0.07
timetable			positive		0.858
timid				positive		0.75
timidity			positive		0.841
timidly				positive		0.941
timidness			positive		0.86
timing				positive		0.845
timing_jitter			negative		-0.87
timing_skew			negative		-0.87
timocracy			positive		0.064
timolol				negative		-0.67
timorous			positive		0.799
timorousation			positive		0.74
timorously			positive		0.86
timorousness			positive		0.849
tin				positive		0.849
tin_aluminium			positive		0.021
tin_box				positive		0.151
tin_ear				negative		-0.72
tin_foil			positive		0.683
tin_glaze			negative		-0.04
tin_glazed_earthenware		positive		0.619
tin_myo_win			positive		0.872
tin_oxide			negative		-0.04
tin_roof			negative		-0.64
tinctoria			negative		-0.79
tinea				negative		-0.74
tinea_pedis			negative		-0.76
tinea_versicolor		negative		-0.74
tinfoil				positive		0.683
tinge				negative		-0.77
tingle				negative		-0.77
tingling			negative		-0.78
tingly				positive		0.772
tinier				negative		-0.11
tiniest				negative		-0.11
tinker_bell			positive		0.867
tinkerbell			positive		0.855
tinkling_sound			negative		-0.76
tinned_food			negative		-0.02
tinnitus			positive		0.028
tinny				negative		-0.83
tino_best			negative		-0.77
tino_buazzelli_nero_wolfe	positive		0.068
tinsel				positive		0.871
tinsmith			positive		0.639
tint				positive		0.098
tinted_moisturiser		negative		-0.75
tinted_moisturizer		negative		-0.85
tinware				positive		0.031
tiny				negative		-0.11
tiny_amount			positive		0.915
tiny_animal			negative		-0.09
tiny_apartment			positive		0.069
tiny_balloon			negative		-0.10
tiny_dot			negative		-0.11
tiny_fraction			positive		0.112
tiny_incision			positive		0.173
tiny_insect			negative		-0.05
tiny_organism			positive		0.032
tiny_particle			positive		0.048
tiny_person			positive		0.032
tiny_speck			positive		0.87
tip				positive		0.109
tip_blight			negative		-0.71
tip_oneill			positive		0.039
tip_pen				positive		0.039
tip_sheet			positive		0.792
tip_waiter			positive		0.877
tip_waitress			positive		0.802
tipped_cane			positive		0.939
tipped_off			positive		0.758
tipped_tail			negative		-0.73
tippy				positive		0.06
tipranavir			negative		-0.84
tipsiness			negative		-0.67
tipsy				negative		-0.78
tiptoe				positive		0.749
tira_cradle			negative		-0.03
tirade				negative		-0.77
tirade_against			negative		-0.80
tirades_against			negative		-0.93
tiramisu			positive		0.071
tire				negative		-0.84
tire_barrier			positive		0.943
tire_blowout			negative		-0.05
tire_iron			negative		-0.05
tire_out			negative		-0.64
tire_pile			negative		-0.86
tire_puncture			negative		-0.05
tire_shop			positive		0.069
tired				positive		0.859
tired_eye			negative		-0.20
tired_foot			positive		0.869
tired_iron			negative		-0.04
tired_leg			negative		-0.79
tired_of			negative		-0.31
tired_person			negative		-0.89
tiredness			negative		-0.76
tireless			negative		-0.81
tireless_advocate		positive		0.887
tireless_work_ethic		positive		0.628
tireless_worker			positive		0.887
tirelessly			positive		0.814
tiresome			negative		-0.64
tiresomely			negative		-0.31
tiring				negative		-0.64
tiro				negative		-0.84
tirthankara			positive		0.094
tissue				positive		0.031
tissue_expander			negative		-0.85
tissue_layer			positive		0.974
tissue_paper			negative		-0.83
tissue_perfusion		negative		-0.65
tissue_repair			negative		-0.76
tit				positive		0.892
titan				negative		-0.81
titanate			negative		-0.02
titanian			negative		-0.90
titanic				negative		-0.07
titanic_violin			positive		0.117
titanium			positive		0.803
titanium_alloy			positive		0.803
titanium_carbide		positive		0.803
titanium_metal			positive		0.803
titanium_ore			negative		-0.02
titanium_tetrachloride		positive		0.769
titanocene			positive		0.719
titch				negative		-0.66
tite_kubo			positive		0.899
tithe				positive		0.122
tithi				positive		0.075
titillate			positive		0.346
titillated			positive		0.34
titillating			positive		0.346
titillation			positive		0.346
title				positive		0.072
title_acquisition		positive		0.884
title_bout			positive		0.967
title_development		positive		0.751
title_dissertation_research	positive		0.826
title_elementary_secondary	positive		0.877
title_eliminator		positive		0.793
title_holder			positive		0.834
title_hope_alive		positive		0.844
title_improvement		positive		0.776
title_page			positive		0.125
title_presidential_young	positive		0.865
title_purchase			positive		0.815
title_renovation		positive		0.966
title_sttr_phase		positive		0.918
title_track			positive		0.69
titleist			positive		0.031
tito_puente			positive		0.069
titter				positive		0.858
tittle				positive		0.051
tittle-tattle			negative		-0.83
titular				negative		-0.88
titular_character		negative		-0.86
titular_hero			negative		-0.86
tizzard				negative		-0.90
tizzy				negative		-0.92
tj_maxx				positive		0.917
tko				positive		0.967
tko_due				positive		0.967
tko_victory			negative		-0.92
tl_connection			positive		0.069
tmoin				positive		0.766
tmp_worldwide			negative		-0.67
tmr_programme			positive		0.144
tnf_alpha			negative		-0.72
tnt_equivalent			negative		-0.85
to				positive		0.789
to-do				negative		-0.79
to-do-list			negative		-0.79
to_go				positive		0.091
to_the_full			positive		0.833
toad				negative		-0.63
toadfish			negative		-0.7
toady				negative		-0.64
toast				positive		0.038
toasted_bread			negative		-0.05
toasted_coconut			positive		0.083
toaster				positive		0.805
toaster_oven			positive		0.068
toasty_warm			positive		0.808
tobacco				negative		-0.67
tobacco_consumption		negative		-0.67
tobacco_control			negative		-0.67
tobacco_farmer			negative		-0.69
tobacco_industry		negative		-0.67
tobacco_juice			negative		-0.89
tobacco_leaf			negative		-0.67
tobacco_pouch			negative		-0.09
tobacco_product			negative		-0.03
tobacco_smoke			negative		-0.03
tobacco_use			negative		-0.67
tobacco_wilt			negative		-0.85
tobacconist			positive		0.054
tobiko_flying_fish		negative		-0.77
tobin_bell			negative		-0.78
toblerone			positive		0.799
toboggan			positive		0.046
toby				negative		-0.86
toby_riddle			positive		0.142
toccata				positive		0.621
tochiazuma			positive		0.07
tocino				negative		-0.02
today				positive		0.761
today_global_marketplace	positive		0.837
today_savannah_guthrie		positive		0.582
toddle				negative		-0.81
toddler				negative		-0.03
toddler_son			negative		-0.03
toe				negative		-0.02
toe-tapping			positive		0.827
toe_claw			negative		-0.67
toe_injury			negative		-0.85
toe_line			positive		0.652
toe_nail			positive		0.952
toefl_minimum			positive		0.916
toefl_preparation		positive		0.738
toehold				positive		0.923
toei_animation			negative		-0.79
toenail				negative		-0.91
toffee				negative		-0.74
tofu				negative		-0.03
tofu_dish			negative		-0.82
toga_party			positive		0.082
togedere			negative		-0.70
together			positive		0.122
together_with			positive		0.867
togetherness			positive		0.377
toggle				positive		0.069
toggle_button			positive		0.748
toil				negative		-0.04
toilet				positive		0.051
toilet_block			positive		0.763
toilet_bowl			negative		-0.03
toilet_brush			positive		0.843
toilet_cubicle			positive		0.763
toilet_flush			positive		0.812
toilet_humor			negative		-0.80
toilet_lid			positive		0.812
toilet_paper			positive		0.901
toilet_paper_dispenser		positive		0.812
toilet_seat			positive		0.812
toilet_seat_cover		positive		0.763
toilet_stall			positive		0.763
toilet_tank			positive		0.939
toilet_tissue			positive		0.104
toiletry_kit			negative		-0.03
toilette			positive		0.762
toilsome			negative		-0.73
token				positive		0.056
token_booth			positive		0.768
token_opposition		positive		0.793
token_slot			positive		0.029
token_turnstile			positive		0.057
toki_clan			negative		-0.75
tokitsukaze_stable		positive		0.07
tokomaru_bay			negative		-0.84
tokyo				positive		0.073
tokyo_electron			positive		0.089
tokyo_fm_radio			positive		0.076
tokyo_string_quartet		positive		0.628
tokyo_subway_system		negative		-0.75
tokyo_ueno_zoo			positive		0.053
tolazamide			negative		-0.76
tolerable			positive		0.82
tolerably			positive		0.328
tolerably_well			negative		-0.64
tolerance			positive		0.789
tolerant			positive		0.889
tolerate			positive		0.849
tolerate_drought		positive		0.889
tolerate_sexual_assault		negative		-0.77
toleration			positive		0.837
toleration_act			positive		0.583
toll				negative		-0.21
toll_bridge			positive		0.069
toll_expressway			positive		0.783
toll_highway			negative		-0.03
toll_motorway			positive		0.783
toll_plaza			positive		0.783
toll_road			positive		0.783
tollway				positive		0.783
toluidine_blue			negative		-0.03
tomahawk			negative		-0.81
tomato				positive		0.903
tomato_basil			positive		0.749
tomato_bisque			positive		0.031
tomato_fruit			negative		-0.65
tomato_juice			positive		0.598
tomato_ketchup			negative		-0.05
tomato_plant			positive		0.907
tomato_salad			positive		0.043
tomato_salsa			negative		-0.07
tomato_sauce			negative		-0.05
tomato_soup			positive		0.883
tomatoey			positive		0.035
tomatoey_sauce			positive		0.031
tomb				negative		-0.91
tomb_monument			negative		-0.91
tomb_tt				negative		-0.91
tomboy				positive		0.57
tomboyish			positive		0.643
tombstone			negative		-0.91
tome				negative		-0.08
tomentosa			positive		0.715
tomentose			negative		-0.68
tomfool				positive		0.709
tomfoolery			positive		0.869
tomica				positive		0.038
tomograph			negative		-0.88
tomography			negative		-0.88
tomorrow			positive		0.759
tomorrow_morning		positive		0.044
ton				negative		-0.75
tonal				negative		-0.72
tonal_harmony			positive		0.075
tonality			negative		-0.72
tonally				positive		0.78
tone				positive		0.881
tone-deaf			negative		-0.85
tone_generator			positive		0.028
tone_of_voice			negative		-0.72
tone_paint_scheme		positive		0.034
tone_poem			positive		0.038
toned_body			negative		-0.18
toned_voice			negative		-0.78
tonekaboni			positive		0.415
tonfa				positive		0.861
tong				positive		0.04
tongeren			negative		-0.75
tongue				positive		0.049
tongue-in-cheek			positive		0.722
tongue-lashing			negative		-0.89
tongue_twister			negative		-0.77
tonic_chord			negative		-0.75
tonic_clonic			negative		-0.71
tonically			positive		0.644
tonicity			negative		-0.68
tonkatsu			positive		0.931
tonnage				negative		-0.75
tonne				negative		-0.80
tonne_per_annum			positive		0.098
tons				negative		-0.75
tons_annually			negative		-0.75
tons_per			negative		-0.75
tons_per_annum			positive		0.098
tonsillar			negative		-0.67
tonsillitis			negative		-0.90
tonto_trail			positive		0.067
tonus				negative		-0.68
tony				positive		0.796
too-close-to-call		negative		-0.85
too-generous			negative		-0.82
too-small			positive		0.08
too-tight			positive		0.077
too-warm			negative		-0.76
too_much			negative		-0.83
tooke				negative		-0.33
tool				positive		0.858
tool_belt			positive		0.918
tool_box			positive		0.06
tool_kit			positive		0.049
tool_shed			positive		0.786
tool_war			negative		-0.06
toolbar				negative		-0.08
toolbar_button			positive		0.102
toolbox				positive		0.792
toolkit				negative		-0.04
toolset				negative		-0.81
tooltip				positive		0.102
toon				positive		0.754
toon_army			negative		-0.90
toon_patrol			negative		-0.79
toorak_handicap			positive		0.725
toot				positive		0.812
tooth				positive		0.029
tooth_brush			positive		0.064
tooth_decay			negative		-0.88
tooth_disease			negative		-0.76
tooth_enamel			negative		-0.77
tooth_erosion			negative		-0.88
tooth_hurt			negative		-0.02
tooth_pain			negative		-0.88
tooth_paste			positive		0.903
tooth_root			negative		-0.77
tooth_sensitivity		negative		-0.88
tooth_socket			positive		0.653
toothache			negative		-0.90
toothbrush			positive		0.075
toothbrush_bristle		positive		0.847
toothbrush_head			positive		0.79
toothbrush_moustache		negative		-0.02
toothed_belt			positive		0.764
toothed_whale			negative		-0.90
toothless			negative		-0.90
toothpaste			positive		0.075
toothpick			negative		-0.74
toothrow			positive		0.808
toothsome			positive		0.754
toothwort			negative		-0.61
toothy				positive		0.883
tootsie_roll			positive		0.052
tootsietoy			positive		0.038
toovey				positive		0.923
top				positive		0.085
top-down			positive		0.929
top-level			positive		0.877
top-notch			positive		0.915
top-of-the-line			positive		0.915
top-quality			positive		0.92
top-selling			positive		0.792
top_aide			positive		0.876
top_album_chart			positive		0.103
top_bunk			positive		0.763
top_class			positive		0.858
top_decile			negative		-0.68
top_dog				positive		0.138
top_drawer			positive		0.824
top_dressing			positive		0.964
top_exam			negative		-0.06
top_face			positive		0.064
top_fermentation		positive		0.62
top_floor			positive		0.067
top_hat				positive		0.063
top_head			positive		0.08
top_makuuchi_division		positive		0.07
top_menu_bar			positive		0.065
top_model			positive		0.996
top_negotiator			positive		0.111
top_notch			positive		0.858
top_quark			positive		0.078
top_quartile			positive		0.117
top_single_chart		positive		0.103
top_tax_bracket			positive		0.795
top_ten_hit			positive		0.69
top_tree			positive		0.035
top_turnbuckle			positive		0.085
top_up				negative		-0.13
tophane				positive		0.802
tophus				positive		0.853
topic_covered_include		positive		0.113
topic_include			positive		0.113
topical_analgesic		negative		-0.73
topical_anesthesia		negative		-0.78
topical_anesthetic		positive		0.791
topical_antibiotic		negative		-0.82
topical_application		negative		-0.73
topical_corticosteroid		positive		0.732
topical_cream			negative		-0.82
topical_index			positive		0.116
topical_ointment		negative		-0.82
topical_steroid			positive		0.732
topical_therapy			negative		-0.11
topically			positive		0.883
topkap_palace			positive		0.802
topkapi_palace			positive		0.802
topknot				negative		-0.03
topleft				positive		0.748
topless_bar			positive		0.862
topless_dancer			positive		0.862
topless_woman			negative		-0.86
topless_women			negative		-0.86
topnotch			positive		0.744
topographic_anatomy		positive		0.811
topographic_feature		positive		0.048
topographical_feature		positive		0.048
topographically			positive		0.796
topography			positive		0.718
topological			negative		-0.93
topological_conjugacy		positive		0.88
topology			positive		0.817
toponym				positive		0.048
topped_billboard		positive		0.945
topple				negative		-0.72
topple_assad			negative		-0.72
topsail				negative		-0.83
topshop_unique			negative		-0.02
topspin_forehand		negative		-0.91
topwater			positive		0.054
tora_prison			negative		-0.94
torah				positive		0.132
torah_ark			positive		0.122
torch				negative		-0.05
torchiere			negative		-0.81
torment				negative		-0.36
tormented			negative		-0.79
tormentil			negative		-0.34
torn				negative		-0.04
torn_away			negative		-0.83
torn_down			negative		-0.10
torn_flesh			negative		-0.69
torn_muscle			positive		0.781
torn_tendon			negative		-0.73
tornado				negative		-0.06
toroweap			positive		0.067
torpedo				positive		0.041
torpedo_boat			negative		-0.07
torpedo_plane			positive		0.043
torpedo_room			positive		0.031
torpedo_tube			negative		-0.81
torpid				negative		-0.80
torpidity			negative		-0.94
torpor				negative		-0.81
torque				negative		-0.11
torquemada			negative		-0.67
torquigener			negative		-0.7
torrent				negative		-0.92
torrential			positive		0.792
torrential_downpour		negative		-0.85
torrential_rain			negative		-0.85
torrential_rainfall		negative		-0.74
torrid				negative		-0.85
torrid_pace			positive		0.107
torrid_start			negative		-0.85
torrid_zone			negative		-0.83
torse				positive		0.05
torsion				positive		0.667
torsion_spring			positive		0.134
torsional			negative		-0.86
torsional_strain		negative		-0.06
torsional_vibration		positive		0.114
torso				positive		0.066
tort				negative		-0.72
tort_action			negative		-0.72
tort_claim			negative		-0.72
tort_claim_act			positive		0.816
tort_law			negative		-0.72
tort_liability			negative		-0.72
tortellini			positive		0.049
tortfeasor			negative		-0.72
tortious_conduct		negative		-0.72
tortoise_shell			negative		-0.03
tortoiseshell			positive		0.801
tortuga				negative		-0.06
tortuosity			positive		0.665
tortuous			negative		-0.82
tortuousness			positive		0.665
torture				negative		-0.84
torture_chamber			negative		-0.79
torture_memo			positive		0.091
torture_porn			negative		-0.09
tortured			negative		-0.79
tortured_soul			negative		-0.66
torturing			negative		-0.75
torturous			positive		0.711
torus				positive		0.017
tory_politician			positive		0.861
tosef				positive		0.065
toss				positive		0.886
toss-up				negative		-0.85
toss_ball			positive		0.885
toss_turn			negative		-0.03
tossed_onto			negative		-0.68
tossed_salad			negative		-0.07
tossup				negative		-0.84
tostada				negative		-0.02
tostig				negative		-0.8
tot				negative		-0.74
total				positive		0.148
total_abdominal_colectomy	negative		-0.73
total_abdominal_hysterectomy	negative		-0.88
total_abstinence		positive		0.122
total_acreage			positive		0.122
total_amount			positive		0.127
total_annual_precipitation	negative		-0.07
total_hip_replacement		negative		-0.09
total_household_income		positive		0.082
total_hysterectomy		negative		-0.88
total_immersion			positive		0.738
total_knee_replacement		negative		-0.09
total_length			positive		0.833
total_luminous_flux		negative		-0.81
total_lunar_eclipse		positive		0.075
total_nonfarm_payroll		positive		0.85
total_number			positive		0.071
totaled_approximately		negative		-0.72
totalitarian			negative		-0.74
totalitarian_communism		positive		0.104
totalitarian_dictatorship	negative		-0.83
totalitarian_regime		positive		0.104
totalitarian_rule		negative		-0.83
totalitarian_society		negative		-0.88
totalitarian_state		negative		-0.83
totalitarianism			negative		-0.85
totality			positive		0.12
totally				positive		0.862
totally_agree			positive		0.859
totally_blind			negative		-0.07
totally_chlorine		positive		0.035
totally_deaf			negative		-0.94
totally_discredited		negative		-0.73
totally_false			negative		-0.03
totally_inaccessible		negative		-0.9
totally_incompetent		negative		-0.75
totally_indifferent		negative		-0.96
totally_unacceptable		negative		-0.33
totally_unnecessary		negative		-0.34
totally_unreal			positive		0.765
tote				positive		0.119
tote_bag			negative		-0.03
toto_cutugno			positive		0.086
tottenham_goalkeeper		negative		-0.74
totter				negative		-0.80
totting				positive		0.087
totty				negative		-0.09
touch				positive		0.812
touch-and-go			negative		-0.93
touch_ball			negative		-0.79
touch_chord			positive		0.746
touch_fire			negative		-0.79
touch_ground			negative		-0.04
touch_heart			positive		0.779
touch_pad			positive		0.936
touch_screen			positive		0.936
touch_screen_computer		positive		0.84
touch_screen_display		positive		0.031
touch_screen_kiosk		positive		0.84
touch_screen_monitor		positive		0.031
touch_screen_navigation		positive		0.76
touch_sensitive			positive		0.936
touch_toe			positive		0.884
touchable			negative		-0.66
touched_off			positive		0.928
toucheth			negative		-0.57
touchiness			negative		-0.79
touching_tribute		negative		-0.33
touchingly			positive		0.874
touchpad			positive		0.936
touchscreen			positive		0.936
touchscreen_phone		positive		0.061
touchwiz			positive		0.061
touchy				negative		-0.87
touchy_feely			negative		-0.33
touchy_subject			negative		-0.87
tough				positive		0.923
tough_cookie			negative		-0.80
tough_guy			negative		-0.15
tough_interview			negative		-0.87
tough_interviewer		negative		-0.88
tough_luck			negative		-0.80
tough_negotiator		positive		0.111
tough_phlegm			negative		-0.96
tough_sell			positive		0.73
tough_stance			negative		-0.82
toughen_up			negative		-0.82
tougheneded			negative		-0.76
tougher				negative		-0.89
tougher_punishment		negative		-0.74
tougher_scrutiny		negative		-0.75
toughie				negative		-0.70
toughness			negative		-0.93
tounge				positive		0.05
toupee				positive		0.652
tourer				negative		-0.71
tourette			negative		-0.77
tourette_disorder		positive		0.947
tourette_syndrome		negative		-0.77
touring_bassist			negative		-0.02
touring_drummer			negative		-0.02
touring_guitarist		negative		-0.02
touring_internationally		positive		0.813
tourism				positive		0.903
tourism_attraction		positive		0.085
tourism_destination		positive		0.085
tourist				negative		-0.79
tourist_accommodation		positive		0.085
tourist_attraction		positive		0.085
tourist_attraction_include	positive		0.085
tourist_destination		positive		0.085
tourist_guide			negative		-0.78
tourist_resort			positive		0.085
tourist_site			positive		0.899
tourist_spot			positive		0.085
tourist_trade			positive		0.085
tourist_trap			positive		0.024
tourist_visa			negative		-0.71
tourmaline			positive		0.628
tournai				negative		-0.75
tournament			positive		0.057
tournament_bracket		positive		0.795
tournament_scrabble		positive		0.796
tourniquet			negative		-0.12
touro_synagogue			positive		0.122
tousled_hair			negative		-0.82
toussaint_charbonneau		positive		0.142
tout				negative		-0.94
touting				negative		-0.82
tove_lo				positive		0.841
tow				positive		0.147
tow_bar				negative		-0.87
tow_cable			negative		-0.81
tow_rope			negative		-0.87
tow_truck			positive		0.069
tow_truck_driver		positive		0.069
toward				positive		0.147
towboat				positive		0.061
towel				positive		0.077
towel_bar			negative		-0.03
towel_off			positive		0.072
tower				positive		0.077
tower-style			positive		0.839
tower_atop			positive		0.077
tower_bridge			negative		-0.66
tower_cress			positive		0.753
tower_mustard			positive		0.753
tower_rock_cress		positive		0.753
towerhouse			positive		0.09
towering_statue			positive		0.079
towline				positive		0.032
town				positive		0.817
town-hall			negative		-0.92
town-hall-style			negative		-0.92
town_center			positive		0.038
town_centre			positive		0.081
town_hall			positive		0.081
town_hall_square		positive		0.081
townhall			positive		0.081
townhouse			positive		0.069
townsendii			negative		-0.82
townsfolk			positive		0.81
township			positive		0.833
townsite			positive		0.112
townspeople			positive		0.811
toxic				negative		-0.16
toxic_air_pollution		negative		-0.72
toxic_chemical			negative		-0.16
toxic_cloud			negative		-0.75
toxic_compound			negative		-0.16
toxic_condition			negative		-0.77
toxic_dumpsite			positive		0.893
toxic_dust			negative		-0.75
toxic_megacolon			negative		-0.88
toxic_mercury			negative		-0.16
toxic_metal			positive		0.087
toxic_smoke			negative		-0.03
toxic_substance			negative		-0.16
toxic_venom			negative		-0.12
toxic_waste			negative		-0.03
toxic_waste_dump		positive		0.857
toxic_waste_site		positive		0.721
toxicity			negative		-0.77
toxicological			positive		0.849
toxicologist			positive		0.822
toxicology			positive		0.855
toxigenic			negative		-0.82
toxin				positive		0.796
toxin_production		negative		-0.03
toxon				positive		0.054
toxopei				positive		0.779
toy				positive		0.105
toy_ball			positive		0.776
toy_balloon			positive		0.804
toy_box				positive		0.853
toy_car				positive		0.914
toy_designer			positive		0.105
toy_maker			positive		0.089
toy_manufacturer		positive		0.089
toy_marble			positive		0.802
toy_poodle			negative		-0.05
toy_robot			negative		-0.79
toy_soldier			positive		0.815
toy_store			positive		0.18
toy_truck			positive		0.105
toying				positive		0.71
toymaker			positive		0.815
toyoace				positive		0.067
toyota_dealer			negative		-0.07
toyota_dealership		negative		-0.07
toyota_highlander		positive		0.035
toyota_hybrid_synergy		positive		0.764
toyota_sienna			positive		0.035
toyota_tercel			positive		0.035
toyota_tsusho			positive		0.63
toyota_tundra			positive		0.952
toyozakura			positive		0.07
toyshop				negative		-0.73
trabecula			negative		-0.73
trabecular_bone			negative		-0.79
trabecular_meshwork		negative		-0.87
trace				positive		0.053
trace_contaminant		negative		-0.74
traceable			positive		0.559
tracer				negative		-0.86
tracer_ammunition		negative		-0.92
tracer_fire			negative		-0.04
tracheal_intubation		negative		-0.78
trachelospermum			positive		0.086
tracheomalacia			negative		-0.70
tracheotomy			negative		-0.72
trachoma			negative		-0.74
trachycarpus_fortunei		positive		0.283
tracie_bennett			positive		0.058
tracing				positive		0.657
tracing_paper			positive		0.357
track				positive		0.053
track_gauge			positive		0.726
track_record			positive		0.788
track_speed_skater		negative		-0.74
track_speed_skating		negative		-0.74
track_time			negative		-0.78
tracked_armored_personnel	positive		0.066
tracked_armoured_personnel	positive		0.066
tracked_vehicle			negative		-0.72
tracking_device			negative		-0.83
trackless			negative		-0.89
tracksuit			positive		0.068
tracksuit_top			positive		0.068
tracle				positive		0.04
tract				negative		-0.68
tractability			positive		0.768
tractable			positive		0.584
tractableness			positive		0.656
tractarian			positive		0.583
tractarian_movement		positive		0.583
tractarianism			positive		0.583
traction_battery		negative		-1.0
tractor				negative		-0.78
tractor_pull			positive		0.859
tractor_trailer			positive		0.936
tractor_trailer_driver		positive		0.936
tractor_unit			negative		-0.90
trade				positive		0.087
trade_agreement			positive		0.183
trade_baseball_card		negative		-0.10
trade_bloc			positive		0.119
trade_card			positive		0.087
trade_cbot			positive		0.796
trade_mart			negative		-0.06
trade_negotiator		positive		0.111
trade_pact			positive		0.183
trade_protection		negative		-0.64
trade_stock			positive		0.059
trade_unionist			positive		0.861
tradecraft			positive		0.869
trademark			negative		-0.86
trademarked			negative		-0.87
tradeoff			positive		0.846
tradeoff_among			negative		-0.82
tradeoff_between		positive		0.644
trader				negative		-0.73
trader_vic			negative		-0.77
tradeshow			negative		-0.85
tradesman			positive		0.059
trading_card			positive		0.07
tradition			positive		0.868
tradition_dating_back		positive		0.868
traditional			negative		-0.06
traditional_afternoon_tea	negative		-0.77
traditional_ayurvedic_medicine	positive		0.905
traditional_cel_animation	positive		0.823
traditional_chinese		negative		-0.05
traditional_folk_song		positive		0.196
traditional_ira			positive		0.795
traditional_knowledge		positive		0.709
traditional_navajo		positive		0.073
traditional_oriental_medicine	negative		-0.05
traditional_thanksgiving_meal	positive		0.883
traditionalism			positive		0.795
traditionalist			positive		0.835
traditionalist_catholic		positive		0.088
traditionality			positive		0.789
traditionally_feminine		positive		0.881
traditionally_masculine		positive		0.881
traditionary			negative		-0.94
traduce				negative		-0.91
traducement			negative		-0.63
traducer			negative		-0.91
traduzione			positive		0.086
traffic				negative		-0.97
traffic_accident		negative		-0.03
traffic_artery			positive		0.055
traffic_circle			positive		0.044
traffic_collision		negative		-0.86
traffic_congestion		negative		-0.88
traffic_control			positive		0.044
traffic_cop			positive		0.034
traffic_flow			negative		-0.97
traffic_infraction		positive		0.042
